user_id,steam_id,item_id,item_name,playtime_forever,playtime_2weeks
76561197970982479,76561197970982479,230230,Divinity: Original Sin (Classic),522,0.0
76561197970982479,76561197970982479,373420,Divinity: Original Sin Enhanced Edition,0,0.0
76561197970982479,76561197970982479,232790,Broken Age,216,0.0
76561197970982479,76561197970982479,237990,The Banner Saga,19,0.0
76561197970982479,76561197970982479,273620,Freespace 2,848,0.0
76561197970982479,76561197970982479,222880,Insurgency,3031,0.0
76561197970982479,76561197970982479,225840,Sven Co-op,26,0.0
76561197970982479,76561197970982479,222900,Dead Island: Epidemic,0,0.0
76561197970982479,76561197970982479,280220,Creeper World 3: Arc Eternal,941,0.0
76561197970982479,76561197970982479,236430,DARK SOULS™ II,592,0.0
76561197970982479,76561197970982479,201810,Wolfenstein: The New Order,599,0.0
76561197970982479,76561197970982479,294860,Valkyria Chronicles™,1735,0.0
76561197970982479,76561197970982479,295690,PARTICLE MACE,0,0.0
76561197970982479,76561197970982479,238460,BattleBlock Theater,407,0.0
76561197970982479,76561197970982479,237930,Transistor,154,0.0
76561197970982479,76561197970982479,301480,GEARCRACK Arena,0,0.0
76561197970982479,76561197970982479,303390,Dead Bits,0,0.0
76561197970982479,76561197970982479,306660,Ultimate General: Gettysburg,1245,0.0
76561197970982479,76561197970982479,316790,Grim Fandango Remastered,42,0.0
76561197970982479,76561197970982479,318430,Squishy the Suicidal Pig,0,0.0
76561197970982479,76561197970982479,241930,Middle-earth: Shadow of Mordor,889,0.0
76561197970982479,76561197970982479,328080,Retro-Pixel Castles,5,0.0
76561197970982479,76561197970982479,282070,This War of Mine,3,0.0
76561197970982479,76561197970982479,333930,Dirty Bomb,2782,0.0
76561197970982479,76561197970982479,334120,Armikrog,109,0.0
76561197970982479,76561197970982479,257510,The Talos Principle,0,0.0
76561197970982479,76561197970982479,319630,Life Is Strange™,37,0.0
76561197970982479,76561197970982479,346010,Besiege,464,0.0
76561197970982479,76561197970982479,255710,Cities: Skylines,246,0.0
76561197970982479,76561197970982479,232090,Killing Floor 2,6494,0.0
76561197970982479,76561197970982479,232150,Killing Floor 2 - SDK,0,0.0
76561197970982479,76561197970982479,377160,Fallout 4,2001,0.0
76561197970982479,76561197970982479,340170,FINAL FANTASY TYPE-0 HD,170,0.0
76561197970982479,76561197970982479,391540,Undertale,395,0.0
76561197970982479,76561197970982479,396660,Tahira: Echoes of the Astral Empire,0,0.0
76561197970982479,76561197970982479,337000,Deus Ex: Mankind Divided™,1159,0.0
76561197970982479,76561197970982479,368230,Kingdom: Classic,83,0.0
76561197970982479,76561197970982479,496300,Kingdom: New Lands,0,0.0
76561197970982479,76561197970982479,231430,Company of Heroes 2,0,0.0
76561197970982479,76561197970982479,289130,Endless Legend,593,0.0
76561197970982479,76561197970982479,268500,XCOM 2,1495,0.0
76561197970982479,76561197970982479,461640,Sins Of The Demon RPG,0,0.0
76561197970982479,76561197970982479,379720,DOOM,793,0.0
76561197970982479,76561197970982479,273350,Evolve Stage 2,58,0.0
76561198064823719,76561198064823719,220,Half-Life 2,2261,0.0
76561198064823719,76561198064823719,320,Half-Life 2: Deathmatch,0,0.0
76561198064823719,76561198064823719,340,Half-Life 2: Lost Coast,113,0.0
76561198064823719,76561198064823719,360,Half-Life Deathmatch: Source,0,0.0
76561198064823719,76561198064823719,380,Half-Life 2: Episode One,1125,0.0
76561198064823719,76561198064823719,400,Portal,1531,0.0
76561198064823719,76561198064823719,420,Half-Life 2: Episode Two,1022,0.0
76561198064823719,76561198064823719,9480,Saints Row 2,20,0.0
76561198064823719,76561198064823719,46400,Greed: Black Border,8,0.0
76561198064823719,76561198064823719,8930,Sid Meier's Civilization V,490,0.0
76561198064823719,76561198064823719,40300,Risen,0,0.0
76561198064823719,76561198064823719,620,Portal 2,2221,0.0
76561198064823719,76561198064823719,72200,Universe Sandbox,127,0.0
76561198064823719,76561198064823719,104600,Portal 2 - The Final Hours,29,0.0
76561198064823719,76561198064823719,57900,Duke Nukem Forever,770,0.0
76561198064823719,76561198064823719,44320,DiRT 3,11,0.0
76561198064823719,76561198064823719,321040,DiRT 3 Complete Edition,83,0.0
76561198064823719,76561198064823719,72850,The Elder Scrolls V: Skyrim,2588,0.0
76561198064823719,76561198064823719,67370,The Darkness II,570,30.0
76561198064823719,76561198064823719,110800,L.A. Noire,5326,0.0
76561198064823719,76561198064823719,91310,Dead Island,4343,228.0
76561198064823719,76561198064823719,200260,Batman: Arkham City GOTY,3973,0.0
76561198064823719,76561198064823719,212680,FTL: Faster Than Light,25930,0.0
76561198064823719,76561198064823719,200710,Torchlight II,2536,0.0
76561198064823719,76561198064823719,55230,Saints Row: The Third,1574,0.0
76561198064823719,76561198064823719,205790,Dota 2 Test,0,0.0
76561198064823719,76561198064823719,219890,Antichamber,31,0.0
76561198064823719,76561198064823719,230700,La-Mulana,3,0.0
76561198064823719,76561198064823719,233980,Unepic,2209,0.0
76561198064823719,76561198064823719,231160,The Swapper,766,0.0
76561198064823719,76561198064823719,95000,Super Splatters,0,0.0
76561198064823719,76561198064823719,40390,Risen 2 - Dark Waters,0,0.0
76561198064823719,76561198064823719,231310,MirrorMoon EP,4,0.0
76561198064823719,76561198064823719,233130,Shadow Warrior,21,0.0
76561198064823719,76561198064823719,255520,Viscera Cleanup Detail: Shadow Warrior,0,0.0
76561198064823719,76561198064823719,203160,Tomb Raider,2368,0.0
76561198064823719,76561198064823719,292600,Duet,4,0.0
76561198064823719,76561198064823719,201810,Wolfenstein: The New Order,1323,0.0
76561198064823719,76561198064823719,216250,Dead Island Riptide,367,0.0
76561198064823719,76561198064823719,261110,Killer is Dead,0,0.0
76561198064823719,76561198064823719,6910,Deus Ex: Game of the Year Edition,0,0.0
76561198064823719,76561198064823719,6920,Deus Ex: Invisible War,0,0.0
76561198064823719,76561198064823719,238010,Deus Ex: Human Revolution - Director's Cut,994,0.0
76561198064823719,76561198064823719,258180,Deus Ex: The Fall,0,0.0
76561198064823719,76561198064823719,337360,Dead Island Retro Revenge,42,0.0
76561198064823719,76561198064823719,306130,The Elder Scrolls Online: Tamriel Unlimited,81432,4971.0
76561198064823719,76561198064823719,261640,Borderlands: The Pre-Sequel,1494,0.0
76561198064823719,76561198064823719,247950,Sacred 3,0,0.0
76561198064823719,76561198064823719,377160,Fallout 4,7562,0.0
76561198064823719,76561198064823719,8980,Borderlands,2576,0.0
76561198064823719,76561198064823719,49520,Borderlands 2,4481,0.0
76561198064823719,76561198064823719,236110,Dungeon Defenders II,39,0.0
76561198064823719,76561198064823719,394230,Battleborn,1057,0.0
76561198064823719,76561198064823719,383150,Dead Island Definitive Edition,1265,0.0
76561198064823719,76561198064823719,383180,Dead Island Riptide Definitive Edition,0,0.0
76561198089393905,76561198089393905,4000,Garry's Mod,47269,745.0
76561198089393905,76561198089393905,550,Left 4 Dead 2,916,332.0
76561198089393905,76561198089393905,223530,Left 4 Dead 2 Beta,0,0.0
76561198089393905,76561198089393905,22370,Fallout 3 - Game of the Year Edition,0,0.0
76561198089393905,76561198089393905,12210,Grand Theft Auto IV,22,0.0
76561198089393905,76561198089393905,12220,Grand Theft Auto: Episodes from Liberty City,0,0.0
76561198089393905,76561198089393905,31280,Poker Night at the Inventory,91,0.0
76561198089393905,76561198089393905,620,Portal 2,729,0.0
76561198089393905,76561198089393905,105600,Terraria,9,0.0
76561198089393905,76561198089393905,107100,Bastion,0,0.0
76561198089393905,76561198089393905,113200,The Binding of Isaac,0,0.0
76561198089393905,76561198089393905,110800,L.A. Noire,0,0.0
76561198089393905,76561198089393905,205790,Dota 2 Test,0,0.0
76561198089393905,76561198089393905,22380,Fallout: New Vegas,3561,230.0
76561198089393905,76561198089393905,17300,Crysis,0,0.0
76561198089393905,76561198089393905,17330,Crysis Warhead,0,0.0
76561198089393905,76561198089393905,17340,Crysis Wars,0,0.0
76561198089393905,76561198089393905,108800,Crysis 2 Maximum Edition,0,0.0
76561198089393905,76561198089393905,10,Counter-Strike,0,0.0
76561198089393905,76561198089393905,80,Counter-Strike: Condition Zero,0,0.0
76561198089393905,76561198089393905,100,Counter-Strike: Condition Zero Deleted Scenes,0,0.0
76561198089393905,76561198089393905,240,Counter-Strike: Source,30,0.0
76561198089393905,76561198089393905,730,Counter-Strike: Global Offensive,1928,0.0
76561198089393905,76561198089393905,49520,Borderlands 2,10333,0.0
76561198089393905,76561198089393905,55230,Saints Row: The Third,100,0.0
76561198089393905,76561198089393905,214510,LEGO® The Lord of the Rings™,0,0.0
76561198089393905,76561198089393905,236390,War Thunder,0,0.0
76561198089393905,76561198089393905,6000,STAR WARS™ Republic Commando,0,0.0
76561198089393905,76561198089393905,6020,STAR WARS™ Jedi Knight: Jedi Academy™,0,0.0
76561198089393905,76561198089393905,6030,STAR WARS™ Jedi Knight II: Jedi Outcast™,0,0.0
76561198089393905,76561198089393905,6060,STAR WARS™ Battlefront™ II,5,0.0
76561198089393905,76561198089393905,32350,STAR WARS™ Starfighter™,0,0.0
76561198089393905,76561198089393905,32370,STAR WARS™: Knights of the Old Republic™,31,0.0
76561198089393905,76561198089393905,32380,STAR WARS™ Jedi Knight: Dark Forces II,0,0.0
76561198089393905,76561198089393905,32390,STAR WARS™ Jedi Knight: Mysteries of the Sith™,0,0.0
76561198089393905,76561198089393905,32400,STAR WARS™: Dark Forces,0,0.0
76561198089393905,76561198089393905,32420,STAR WARS™: The Clone Wars - Republic Heroes™,0,0.0
76561198089393905,76561198089393905,32430,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,0,0.0
76561198089393905,76561198089393905,32470,STAR WARS™ Empire at War: Gold Pack,0,0.0
76561198089393905,76561198089393905,32500,STAR WARS™: The Force Unleashed™ II,0,0.0
76561198089393905,76561198089393905,208580,STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,0,0.0
76561198089393905,76561198089393905,203160,Tomb Raider,143,0.0
76561198089393905,76561198089393905,65790,Arma: Cold War Assault,0,0.0
76561198089393905,76561198089393905,8870,BioShock Infinite,1684,0.0
76561198089393905,76561198089393905,72850,The Elder Scrolls V: Skyrim,37776,16.0
76561198089393905,76561198089393905,20,Team Fortress Classic,0,0.0
76561198089393905,76561198089393905,30,Day of Defeat,0,0.0
76561198089393905,76561198089393905,40,Deathmatch Classic,0,0.0
76561198089393905,76561198089393905,50,Half-Life: Opposing Force,0,0.0
76561198089393905,76561198089393905,60,Ricochet,0,0.0
76561198089393905,76561198089393905,70,Half-Life,0,0.0
76561198089393905,76561198089393905,130,Half-Life: Blue Shift,0,0.0
76561198089393905,76561198089393905,220,Half-Life 2,0,0.0
76561198089393905,76561198089393905,280,Half-Life: Source,0,0.0
76561198089393905,76561198089393905,300,Day of Defeat: Source,0,0.0
76561198089393905,76561198089393905,320,Half-Life 2: Deathmatch,0,0.0
76561198089393905,76561198089393905,340,Half-Life 2: Lost Coast,0,0.0
76561198089393905,76561198089393905,360,Half-Life Deathmatch: Source,0,0.0
76561198089393905,76561198089393905,380,Half-Life 2: Episode One,0,0.0
76561198089393905,76561198089393905,400,Portal,0,0.0
76561198089393905,76561198089393905,420,Half-Life 2: Episode Two,0,0.0
76561198089393905,76561198089393905,500,Left 4 Dead,0,0.0
76561198089393905,76561198089393905,218620,PAYDAY 2,19301,0.0
76561198089393905,76561198089393905,206420,Saints Row IV,2095,0.0
76561198089393905,76561198089393905,252950,Rocket League,323,0.0
76561198089393905,76561198089393905,205100,Dishonored,723,0.0
76561198089393905,76561198089393905,221910,The Stanley Parable,165,0.0
76561198089393905,76561198089393905,268500,XCOM 2,5216,0.0
