user_id,user_url,sentiment_analysis
xfluttersx,http://steamcommunity.com/id/xfluttersx,2
76561198056290589,http://steamcommunity.com/profiles/76561198056290589,2
ii_voltage_ii,http://steamcommunity.com/id/ii_voltage_ii,2
76561198097762318,http://steamcommunity.com/profiles/76561198097762318,2
Hirukaz,http://steamcommunity.com/id/Hirukaz,2
StelerForYou,http://steamcommunity.com/id/StelerForYou,2
76561198183396245,http://steamcommunity.com/profiles/76561198183396245,2
Xx-Woods,http://steamcommunity.com/id/Xx-Woods,2
kevinator23,http://steamcommunity.com/id/kevinator23,2
76561198090715178,http://steamcommunity.com/profiles/76561198090715178,2
CatsWhale,http://steamcommunity.com/id/CatsWhale,2
76561198073784601,http://steamcommunity.com/profiles/76561198073784601,2
mimimomoma,http://steamcommunity.com/id/mimimomoma,2
76561198102410011,http://steamcommunity.com/profiles/76561198102410011,2
de_Butl3r,http://steamcommunity.com/id/de_Butl3r,2
76561198027947401,http://steamcommunity.com/profiles/76561198027947401,2
Bluezap1,http://steamcommunity.com/id/Bluezap1,2
76561198074200011,http://steamcommunity.com/profiles/76561198074200011,2
jonasdbomb,http://steamcommunity.com/id/jonasdbomb,2
L1J1N,http://steamcommunity.com/id/L1J1N,2
Lord_Exploit,http://steamcommunity.com/id/Lord_Exploit,2
AVATAR715,http://steamcommunity.com/id/AVATAR715,2
YieuwMage,http://steamcommunity.com/id/YieuwMage,2
76561198078752187,http://steamcommunity.com/profiles/76561198078752187,2
A-Very-Sly-Person,http://steamcommunity.com/id/A-Very-Sly-Person,2
76561198211054671,http://steamcommunity.com/profiles/76561198211054671,0
76561197994493402,http://steamcommunity.com/profiles/76561197994493402,2
Koolcaz12,http://steamcommunity.com/id/Koolcaz12,2
76561198065656175,http://steamcommunity.com/profiles/76561198065656175,2
76561198188979775,http://steamcommunity.com/profiles/76561198188979775,2
97396295,http://steamcommunity.com/id/97396295,2
76561198126640317,http://steamcommunity.com/profiles/76561198126640317,2
DemonicWolvz,http://steamcommunity.com/id/DemonicWolvz,2
DieMadchenschanderin,http://steamcommunity.com/id/DieMadchenschanderin,0
GGargula,http://steamcommunity.com/id/GGargula,2
Myther43,http://steamcommunity.com/id/Myther43,2
getf0kinn0sc0pedm9,http://steamcommunity.com/id/getf0kinn0sc0pedm9,0
76561198141443390,http://steamcommunity.com/profiles/76561198141443390,2
76561198097333029,http://steamcommunity.com/profiles/76561198097333029,2
whodafuqisthisguilao,http://steamcommunity.com/id/whodafuqisthisguilao,2
Magjiikal,http://steamcommunity.com/id/Magjiikal,2
ohnospaghet,http://steamcommunity.com/id/ohnospaghet,2
76561198050347115,http://steamcommunity.com/profiles/76561198050347115,2
2768820078,http://steamcommunity.com/id/2768820078,2
76561198056392326,http://steamcommunity.com/profiles/76561198056392326,2
2d4nk4m3,http://steamcommunity.com/id/2d4nk4m3,0
76561198078478151,http://steamcommunity.com/profiles/76561198078478151,2
exiaez,http://steamcommunity.com/id/exiaez,2
76561198095921854,http://steamcommunity.com/profiles/76561198095921854,2
EizanAratoFujimaki,http://steamcommunity.com/id/EizanAratoFujimaki,2
TeCool,http://steamcommunity.com/id/TeCool,2
2xDelorean,http://steamcommunity.com/id/2xDelorean,2
washington_,http://steamcommunity.com/id/washington_,2
jewxxl,http://steamcommunity.com/id/jewxxl,2
76561198088944293,http://steamcommunity.com/profiles/76561198088944293,2
76561198092540221,http://steamcommunity.com/profiles/76561198092540221,2
76561198051258119,http://steamcommunity.com/profiles/76561198051258119,2
nubquake123,http://steamcommunity.com/id/nubquake123,2
Pyromanic,http://steamcommunity.com/id/Pyromanic,2
76561198109656922,http://steamcommunity.com/profiles/76561198109656922,2
CobRazor,http://steamcommunity.com/id/CobRazor,0
relesprit,http://steamcommunity.com/id/relesprit,2
WitchHunter4542,http://steamcommunity.com/id/WitchHunter4542,2
pwrt,http://steamcommunity.com/id/pwrt,2
wantmahbody,http://steamcommunity.com/id/wantmahbody,2
76561198115868847,http://steamcommunity.com/profiles/76561198115868847,0
benedictcuminherbatch,http://steamcommunity.com/id/benedictcuminherbatch,2
76561198031207016,http://steamcommunity.com/profiles/76561198031207016,2
76561198043458582,http://steamcommunity.com/profiles/76561198043458582,2
smashiroshh,http://steamcommunity.com/id/smashiroshh,2
shark854,http://steamcommunity.com/id/shark854,2
killbunny38,http://steamcommunity.com/id/killbunny38,2
76561198047630659,http://steamcommunity.com/profiles/76561198047630659,2
1337lolroflmao,http://steamcommunity.com/id/1337lolroflmao,2
sithjjf,http://steamcommunity.com/id/sithjjf,0
76561198060039459,http://steamcommunity.com/profiles/76561198060039459,0
OzfurAtlas,http://steamcommunity.com/id/OzfurAtlas,2
76561198065593074,http://steamcommunity.com/profiles/76561198065593074,2
76561198044169764,http://steamcommunity.com/profiles/76561198044169764,0
euzi,http://steamcommunity.com/id/euzi,2
76561198074935997,http://steamcommunity.com/profiles/76561198074935997,2
76561197961778802,http://steamcommunity.com/profiles/76561197961778802,2
lucasrash,http://steamcommunity.com/id/lucasrash,2
76561198016602703,http://steamcommunity.com/profiles/76561198016602703,2
thisissohardtomakeoneup,http://steamcommunity.com/id/thisissohardtomakeoneup,2
76561198087010391,http://steamcommunity.com/profiles/76561198087010391,2
66666669999999,http://steamcommunity.com/id/66666669999999,0
76561198061174192,http://steamcommunity.com/profiles/76561198061174192,2
ReMiXOfficalSteam,http://steamcommunity.com/id/ReMiXOfficalSteam,2
Wilfire77,http://steamcommunity.com/id/Wilfire77,2
76561198084390807,http://steamcommunity.com/profiles/76561198084390807,2
Mastic,http://steamcommunity.com/id/Mastic,2
76561198028286104,http://steamcommunity.com/profiles/76561198028286104,2
tarjla,http://steamcommunity.com/id/tarjla,2
deathnz1,http://steamcommunity.com/id/deathnz1,2
readingthis4noobs,http://steamcommunity.com/id/readingthis4noobs,2
76561198104393251,http://steamcommunity.com/profiles/76561198104393251,2
76561198075322986,http://steamcommunity.com/profiles/76561198075322986,2
redsncrimson,http://steamcommunity.com/id/redsncrimson,2
76561198151910904,http://steamcommunity.com/profiles/76561198151910904,2
H1DD3NT3RR0R,http://steamcommunity.com/id/H1DD3NT3RR0R,0
76561198071214618,http://steamcommunity.com/profiles/76561198071214618,2
76561198115115631,http://steamcommunity.com/profiles/76561198115115631,2
76561198071175142,http://steamcommunity.com/profiles/76561198071175142,2
t8s,http://steamcommunity.com/id/t8s,2
pikawuu2,http://steamcommunity.com/id/pikawuu2,2
Sammeh00,http://steamcommunity.com/id/Sammeh00,2
Michaelele,http://steamcommunity.com/id/Michaelele,2
76561198045754869,http://steamcommunity.com/profiles/76561198045754869,2
76561198076098774,http://steamcommunity.com/profiles/76561198076098774,2
76561198103253374,http://steamcommunity.com/profiles/76561198103253374,2
76561198048417105,http://steamcommunity.com/profiles/76561198048417105,2
76561198090842891,http://steamcommunity.com/profiles/76561198090842891,2
76561198055767971,http://steamcommunity.com/profiles/76561198055767971,0
76561197998052647,http://steamcommunity.com/profiles/76561197998052647,2
adohya343,http://steamcommunity.com/id/adohya343,0
76561198145436942,http://steamcommunity.com/profiles/76561198145436942,2
jjas01,http://steamcommunity.com/id/jjas01,2
3xotic26,http://steamcommunity.com/id/3xotic26,2
iamthetrashlord,http://steamcommunity.com/id/iamthetrashlord,2
3dster,http://steamcommunity.com/id/3dster,2
76561198079990063,http://steamcommunity.com/profiles/76561198079990063,2
Forty-Nine,http://steamcommunity.com/id/Forty-Nine,2
76561198051017916,http://steamcommunity.com/profiles/76561198051017916,2
L4M1NAS,http://steamcommunity.com/id/L4M1NAS,2
76561198096766604,http://steamcommunity.com/profiles/76561198096766604,0
76561197995322437,http://steamcommunity.com/profiles/76561197995322437,2
imsojipper,http://steamcommunity.com/id/imsojipper,2
76561198084542731,http://steamcommunity.com/profiles/76561198084542731,2
76561198103671881,http://steamcommunity.com/profiles/76561198103671881,2
mrpfresh,http://steamcommunity.com/id/mrpfresh,0
GamerFag,http://steamcommunity.com/id/GamerFag,2
EHS-R3AP3R,http://steamcommunity.com/id/EHS-R3AP3R,2
chidori_647,http://steamcommunity.com/id/chidori_647,0
76561198092227136,http://steamcommunity.com/profiles/76561198092227136,2
hellcat59,http://steamcommunity.com/id/hellcat59,2
76561198007584361,http://steamcommunity.com/profiles/76561198007584361,2
tbimperator,http://steamcommunity.com/id/tbimperator,2
Allahu_Akbar666,http://steamcommunity.com/id/Allahu_Akbar666,2
ulramite,http://steamcommunity.com/id/ulramite,2
-GM-Dragon,http://steamcommunity.com/id/-GM-Dragon,0
76561198054040292,http://steamcommunity.com/profiles/76561198054040292,2
76561198078799606,http://steamcommunity.com/profiles/76561198078799606,0
I_DID_911_JUST_SAYING,http://steamcommunity.com/id/I_DID_911_JUST_SAYING,2
750805,http://steamcommunity.com/id/750805,0
diabeticfuck,http://steamcommunity.com/id/diabeticfuck,2
76561198054465623,http://steamcommunity.com/profiles/76561198054465623,2
aaropro,http://steamcommunity.com/id/aaropro,2
abiam,http://steamcommunity.com/id/abiam,2
FrankoWalker,http://steamcommunity.com/id/FrankoWalker,2
LightfootSword7,http://steamcommunity.com/id/LightfootSword7,2
SALTTHEW0UND,http://steamcommunity.com/id/SALTTHEW0UND,2
express157,http://steamcommunity.com/id/express157,2
76561198074644990,http://steamcommunity.com/profiles/76561198074644990,2
76561198064304806,http://steamcommunity.com/profiles/76561198064304806,2
TomoeMamiewe,http://steamcommunity.com/id/TomoeMamiewe,2
76561198057086148,http://steamcommunity.com/profiles/76561198057086148,2
Acidius99,http://steamcommunity.com/id/Acidius99,2
acorn13,http://steamcommunity.com/id/acorn13,2
adamcookie,http://steamcommunity.com/id/adamcookie,2
AddzyTheBaddzy,http://steamcommunity.com/id/AddzyTheBaddzy,2
mrfunkyjunkie,http://steamcommunity.com/id/mrfunkyjunkie,2
mradobe7,http://steamcommunity.com/id/mradobe7,0
76561198167207237,http://steamcommunity.com/profiles/76561198167207237,2
cancerkek,http://steamcommunity.com/id/cancerkek,2
76561198073508075,http://steamcommunity.com/profiles/76561198073508075,2
76561198074323290,http://steamcommunity.com/profiles/76561198074323290,2
76561198090899557,http://steamcommunity.com/profiles/76561198090899557,0
advenger95,http://steamcommunity.com/id/advenger95,2
EndAtHallow,http://steamcommunity.com/id/EndAtHallow,2
76561198063624801,http://steamcommunity.com/profiles/76561198063624801,2
aeryal,http://steamcommunity.com/id/aeryal,2
76561198070263209,http://steamcommunity.com/profiles/76561198070263209,2
76561198015968275,http://steamcommunity.com/profiles/76561198015968275,2
Agiegamma,http://steamcommunity.com/id/Agiegamma,2
76561198082614708,http://steamcommunity.com/profiles/76561198082614708,2
Agronoth,http://steamcommunity.com/id/Agronoth,2
UnholyFallenAngel,http://steamcommunity.com/id/UnholyFallenAngel,2
76561198068565589,http://steamcommunity.com/profiles/76561198068565589,2
SlutOnTheSpit,http://steamcommunity.com/id/SlutOnTheSpit,2
WestyGaming,http://steamcommunity.com/id/WestyGaming,2
NaruseAiria,http://steamcommunity.com/id/NaruseAiria,2
76561198067713802,http://steamcommunity.com/profiles/76561198067713802,2
76561198187212131,http://steamcommunity.com/profiles/76561198187212131,2
76561198044678148,http://steamcommunity.com/profiles/76561198044678148,2
Alex680,http://steamcommunity.com/id/Alex680,2
alansiulun,http://steamcommunity.com/id/alansiulun,2
Albolah,http://steamcommunity.com/id/Albolah,2
76561198003056556,http://steamcommunity.com/profiles/76561198003056556,2
maxpaynepillkiller,http://steamcommunity.com/id/maxpaynepillkiller,2
AlexNoClutch,http://steamcommunity.com/id/AlexNoClutch,0
Alexwai04,http://steamcommunity.com/id/Alexwai04,2
76561198095481910,http://steamcommunity.com/profiles/76561198095481910,2
76561198164545985,http://steamcommunity.com/profiles/76561198164545985,2
AlkalineDeath,http://steamcommunity.com/id/AlkalineDeath,2
76561198075935236,http://steamcommunity.com/profiles/76561198075935236,2
mintifreshbadger,http://steamcommunity.com/id/mintifreshbadger,2
AlpacaRevolution,http://steamcommunity.com/id/AlpacaRevolution,2
AlphaBryn444,http://steamcommunity.com/id/AlphaBryn444,0
76561198071952798,http://steamcommunity.com/profiles/76561198071952798,2
76561198009001563,http://steamcommunity.com/profiles/76561198009001563,2
76561198016753953,http://steamcommunity.com/profiles/76561198016753953,2
smegmyfoodle,http://steamcommunity.com/id/smegmyfoodle,2
76561198057869849,http://steamcommunity.com/profiles/76561198057869849,2
76561198058836921,http://steamcommunity.com/profiles/76561198058836921,2
lol_ursuchanoob,http://steamcommunity.com/id/lol_ursuchanoob,0
AMV72,http://steamcommunity.com/id/AMV72,2
76561198069170979,http://steamcommunity.com/profiles/76561198069170979,2
76561198085956238,http://steamcommunity.com/profiles/76561198085956238,0
76561198132540690,http://steamcommunity.com/profiles/76561198132540690,2
711armageddoncarmageddon,http://steamcommunity.com/id/711armageddoncarmageddon,2
76561198034868596,http://steamcommunity.com/profiles/76561198034868596,2
Andraison,http://steamcommunity.com/id/Andraison,2
76561198055790408,http://steamcommunity.com/profiles/76561198055790408,2
76561198069560699,http://steamcommunity.com/profiles/76561198069560699,2
76561198099625419,http://steamcommunity.com/profiles/76561198099625419,2
76561198084032274,http://steamcommunity.com/profiles/76561198084032274,2
Angrovar,http://steamcommunity.com/id/Angrovar,2
AngryAinsley,http://steamcommunity.com/id/AngryAinsley,2
uradumbtit,http://steamcommunity.com/id/uradumbtit,2
76561198037038784,http://steamcommunity.com/profiles/76561198037038784,2
IKillNoobsFirst,http://steamcommunity.com/id/IKillNoobsFirst,2
76561198037888300,http://steamcommunity.com/profiles/76561198037888300,2
1234865654,http://steamcommunity.com/id/1234865654,2
76561198040925596,http://steamcommunity.com/profiles/76561198040925596,2
76561198084123358,http://steamcommunity.com/profiles/76561198084123358,2
Apachehavoc,http://steamcommunity.com/id/Apachehavoc,0
ApexNZ,http://steamcommunity.com/id/ApexNZ,2
76561198039441595,http://steamcommunity.com/profiles/76561198039441595,0
76561198036687918,http://steamcommunity.com/profiles/76561198036687918,2
benjamin27,http://steamcommunity.com/id/benjamin27,2
AppoGetsSuperAdmin,http://steamcommunity.com/id/AppoGetsSuperAdmin,2
76561198071475367,http://steamcommunity.com/profiles/76561198071475367,2
76561198049916759,http://steamcommunity.com/profiles/76561198049916759,2
76561198065064829,http://steamcommunity.com/profiles/76561198065064829,2
XABLAUziitu,http://steamcommunity.com/id/XABLAUziitu,2
76561198012909706,http://steamcommunity.com/profiles/76561198012909706,2
dragonchief,http://steamcommunity.com/id/dragonchief,0
76561198040530605,http://steamcommunity.com/profiles/76561198040530605,2
76561197974500703,http://steamcommunity.com/profiles/76561197974500703,2
76561198047185525,http://steamcommunity.com/profiles/76561198047185525,2
sweep6060,http://steamcommunity.com/id/sweep6060,2
bilyitu,http://steamcommunity.com/id/bilyitu,2
76561198021244661,http://steamcommunity.com/profiles/76561198021244661,2
76561198088538797,http://steamcommunity.com/profiles/76561198088538797,2
deployablearchnagel,http://steamcommunity.com/id/deployablearchnagel,2
rotflmaoman,http://steamcommunity.com/id/rotflmaoman,2
armouredmarshmallow,http://steamcommunity.com/id/armouredmarshmallow,2
76561198020928326,http://steamcommunity.com/profiles/76561198020928326,2
Array71,http://steamcommunity.com/id/Array71,2
76561198039874575,http://steamcommunity.com/profiles/76561198039874575,2
arronlim13,http://steamcommunity.com/id/arronlim13,2
ARTHERDUNGER10,http://steamcommunity.com/id/ARTHERDUNGER10,2
Mackus1011,http://steamcommunity.com/id/Mackus1011,2
76561198041877981,http://steamcommunity.com/profiles/76561198041877981,0
ARZARNAR,http://steamcommunity.com/id/ARZARNAR,2
darkmassieh,http://steamcommunity.com/id/darkmassieh,2
asianturtlefrenzy,http://steamcommunity.com/id/asianturtlefrenzy,2
blowjobsfurdayzandgayz,http://steamcommunity.com/id/blowjobsfurdayzandgayz,0
76561198082992295,http://steamcommunity.com/profiles/76561198082992295,2
LaLocaDeLosDulces,http://steamcommunity.com/id/LaLocaDeLosDulces,2
76561198064352761,http://steamcommunity.com/profiles/76561198064352761,2
assassin_warman,http://steamcommunity.com/id/assassin_warman,2
Astrelt,http://steamcommunity.com/id/Astrelt,2
76561198091740831,http://steamcommunity.com/profiles/76561198091740831,2
AtomicWoodchuck,http://steamcommunity.com/id/AtomicWoodchuck,0
omgihaveawebpage,http://steamcommunity.com/id/omgihaveawebpage,2
Swish0009,http://steamcommunity.com/id/Swish0009,2
Aurora99,http://steamcommunity.com/id/Aurora99,2
76561198053071988,http://steamcommunity.com/profiles/76561198053071988,0
76561198083375450,http://steamcommunity.com/profiles/76561198083375450,2
scroopy22,http://steamcommunity.com/id/scroopy22,2
76561198078730600,http://steamcommunity.com/profiles/76561198078730600,2
auzmoz,http://steamcommunity.com/id/auzmoz,2
auzzie_96,http://steamcommunity.com/id/auzzie_96,2
fatrangacuntnolifevirgin,http://steamcommunity.com/id/fatrangacuntnolifevirgin,2
76561198064150679,http://steamcommunity.com/profiles/76561198064150679,2
76561198110293299,http://steamcommunity.com/profiles/76561198110293299,2
de_triggered,http://steamcommunity.com/id/de_triggered,2
76561198071748311,http://steamcommunity.com/profiles/76561198071748311,2
Azrafael,http://steamcommunity.com/id/Azrafael,2
-Azsael-,http://steamcommunity.com/id/-Azsael-,2
76561198076301023,http://steamcommunity.com/profiles/76561198076301023,0
hoarbiscuit,http://steamcommunity.com/id/hoarbiscuit,2
bohgeraltofrivia,http://steamcommunity.com/id/bohgeraltofrivia,2
TeH-B-Rad,http://steamcommunity.com/id/TeH-B-Rad,2
BAW_Killer,http://steamcommunity.com/id/BAW_Killer,0
gamerdude7892,http://steamcommunity.com/id/gamerdude7892,2
2ez4medick,http://steamcommunity.com/id/2ez4medick,2
BBBirb,http://steamcommunity.com/id/BBBirb,2
AgentXiri,http://steamcommunity.com/id/AgentXiri,2
76561197998761331,http://steamcommunity.com/profiles/76561197998761331,2
76561198064579722,http://steamcommunity.com/profiles/76561198064579722,2
76561198096750939,http://steamcommunity.com/profiles/76561198096750939,2
potatoskins,http://steamcommunity.com/id/potatoskins,2
crispymemesmantheyremyfavourite,http://steamcommunity.com/id/crispymemesmantheyremyfavourite,2
76561198074409406,http://steamcommunity.com/profiles/76561198074409406,0
H-Alo,http://steamcommunity.com/id/H-Alo,2
420Blz,http://steamcommunity.com/id/420Blz,2
76561198076548816,http://steamcommunity.com/profiles/76561198076548816,2
chillrend,http://steamcommunity.com/id/chillrend,2
BarretaJrs,http://steamcommunity.com/id/BarretaJrs,2
Gborges,http://steamcommunity.com/id/Gborges,2
lukeyturley,http://steamcommunity.com/id/lukeyturley,2
PolygonCloud,http://steamcommunity.com/id/PolygonCloud,2
76561198095142204,http://steamcommunity.com/profiles/76561198095142204,2
BOB_200,http://steamcommunity.com/id/BOB_200,2
76561198070735033,http://steamcommunity.com/profiles/76561198070735033,0
76561198018560501,http://steamcommunity.com/profiles/76561198018560501,2
76561198069458790,http://steamcommunity.com/profiles/76561198069458790,2
76561198051148175,http://steamcommunity.com/profiles/76561198051148175,0
76561198047208452,http://steamcommunity.com/profiles/76561198047208452,2
generalale,http://steamcommunity.com/id/generalale,2
brendoboy,http://steamcommunity.com/id/brendoboy,2
76561198071234254,http://steamcommunity.com/profiles/76561198071234254,2
76561198165870150,http://steamcommunity.com/profiles/76561198165870150,2
76561197988934555,http://steamcommunity.com/profiles/76561197988934555,2
Infixation,http://steamcommunity.com/id/Infixation,2
76561198071162228,http://steamcommunity.com/profiles/76561198071162228,2
76561198047304525,http://steamcommunity.com/profiles/76561198047304525,2
76561197994969639,http://steamcommunity.com/profiles/76561197994969639,2
JuanManSnipez,http://steamcommunity.com/id/JuanManSnipez,2
Ben_Andy,http://steamcommunity.com/id/Ben_Andy,0
Bennysaputra,http://steamcommunity.com/id/Bennysaputra,2
76561198067021476,http://steamcommunity.com/profiles/76561198067021476,2
76561198190487725,http://steamcommunity.com/profiles/76561198190487725,2
76561198045071942,http://steamcommunity.com/profiles/76561198045071942,2
Bhappiikhat,http://steamcommunity.com/id/Bhappiikhat,2
Ahahahahahahahahahahahahahahaha,http://steamcommunity.com/id/Ahahahahahahahahahahahahahahaha,0
BITCHPLESE,http://steamcommunity.com/id/BITCHPLESE,0
Too_1337,http://steamcommunity.com/id/Too_1337,2
kinglemon1222,http://steamcommunity.com/id/kinglemon1222,2
76561198030636321,http://steamcommunity.com/profiles/76561198030636321,2
76561198007342405,http://steamcommunity.com/profiles/76561198007342405,2
IJustWantedToTalk,http://steamcommunity.com/id/IJustWantedToTalk,2
76561198081885254,http://steamcommunity.com/profiles/76561198081885254,2
76561198034643189,http://steamcommunity.com/profiles/76561198034643189,0
LlamasInNigjamas,http://steamcommunity.com/id/LlamasInNigjamas,0
mavros88,http://steamcommunity.com/id/mavros88,2
76561198035363871,http://steamcommunity.com/profiles/76561198035363871,2
Hummingsenpai,http://steamcommunity.com/id/Hummingsenpai,2
CHAAANG,http://steamcommunity.com/id/CHAAANG,2
76561198056980314,http://steamcommunity.com/profiles/76561198056980314,2
76561198077586769,http://steamcommunity.com/profiles/76561198077586769,2
bitmat,http://steamcommunity.com/id/bitmat,2
76561198028483487,http://steamcommunity.com/profiles/76561198028483487,2
Ghoster09,http://steamcommunity.com/id/Ghoster09,2
76561198081496844,http://steamcommunity.com/profiles/76561198081496844,2
180577,http://steamcommunity.com/id/180577,2
Barridos,http://steamcommunity.com/id/Barridos,2
Blackhawk611,http://steamcommunity.com/id/Blackhawk611,2
76561197988863895,http://steamcommunity.com/profiles/76561197988863895,2
76561198042728201,http://steamcommunity.com/profiles/76561198042728201,2
hbk1462,http://steamcommunity.com/id/hbk1462,2
76561198088724903,http://steamcommunity.com/profiles/76561198088724903,2
76561198057521157,http://steamcommunity.com/profiles/76561198057521157,2
76561198053766465,http://steamcommunity.com/profiles/76561198053766465,2
76561198057389499,http://steamcommunity.com/profiles/76561198057389499,2
FHK,http://steamcommunity.com/id/FHK,2
76561198030735076,http://steamcommunity.com/profiles/76561198030735076,2
Bluegills,http://steamcommunity.com/id/Bluegills,2
76561197970931849,http://steamcommunity.com/profiles/76561197970931849,2
rrbr,http://steamcommunity.com/id/rrbr,2
13lazer,http://steamcommunity.com/id/13lazer,2
76561198044344399,http://steamcommunity.com/profiles/76561198044344399,2
76561197999613236,http://steamcommunity.com/profiles/76561197999613236,2
RespekPlox,http://steamcommunity.com/id/RespekPlox,2
76561198062288797,http://steamcommunity.com/profiles/76561198062288797,2
bobseagull,http://steamcommunity.com/id/bobseagull,2
bokkkbokkk,http://steamcommunity.com/id/bokkkbokkk,2
bokkkbokkk,http://steamcommunity.com/id/bokkkbokkk,2
Bonesdontrattlethem,http://steamcommunity.com/id/Bonesdontrattlethem,2
